Pieridae Abaeis nicippe
Oecophoridae Decantha boreasella
Tortricidae Decodes basiplagana
Sphingidae Deidamia inscripta
Pterophoridae Dejongia californiicus
Pterophoridae Dejongia lobidactylus
Gelechiidae Deltophora glandiferella
Gelechiidae Deltophora sella
Noctuidae Deltote bellicula
Depressariidae Depressaria cinereocostella
Depressariidae Depressaria daucella
Depressariidae Depressaria radiella
Crambidae Desmia funeralis
Crambidae Desmia funeralis-maculalis
Crambidae Desmia maculalis
Tineidae Diachorisia velatella
Noctuidae Diachrysia balluca
Crambidae Diacme adipaloides
Crambidae Diaphania hyalinata
Crambidae Diaphania nitidalis
Noctuidae Diarsia rubifera
Crambidae Diasemiopsis leodocusalis
Crambidae Diastictis argyralis
Crambidae Diastictis ventralis
Crambidae Diatraea crambidoides
Noctuidae Dichagyris acclivis
Noctuidae Dichagyris madida
Noctuidae Dichagyris mizteca
Gelechiidae Dichomeris aleatrix
Gelechiidae Dichomeris barnesiella
Gelechiidae Dichomeris bilobella
Gelechiidae Dichomeris citrifoliella
Gelechiidae Dichomeris copa
Gelechiidae Dichomeris costarufoella
Gelechiidae Dichomeris flavocostella
Gelechiidae Dichomeris furia
Gelechiidae Dichomeris georgiella
Gelechiidae Dichomeris glenni
Gelechiidae Dichomeris inserrata
Gelechiidae Dichomeris isa
Gelechiidae Dichomeris juncidella
Gelechiidae Dichomeris laetitia
Gelechiidae Dichomeris leuconotella
Gelechiidae Dichomeris ligulella
Gelechiidae Dichomeris nonstrigella
Gelechiidae Dichomeris ochripalpella
Gelechiidae Dichomeris pelta
Gelechiidae Dichomeris punctidiscella
Gelechiidae Dichomeris punctipennella
Gelechiidae Dichomeris serrativittella
Gelechiidae Dichomeris setosella
Gelechiidae Dichomeris ventrella
Gelechiidae Dichomeris vindex
Geometridae Dichorda iridaria
Tortricidae Dichrorampha bittana
Tortricidae Dichrorampha incanana
Tortricidae Dichrorampha leopardana
Tortricidae Dichrorampha simulana
Tortricidae Dichrorampha vancouverana
Crambidae Dicymolomia julianalis
Tortricidae Diedra cockerellana
Geometridae Digrammia continuata
Geometridae Digrammia decorata
Geometridae Digrammia denticulata
Geometridae Digrammia equivocata
Geometridae Digrammia eremiata
Geometridae Digrammia gnophosaria
Geometridae Digrammia mellistrigata
Geometridae Digrammia ocellinata
Geometridae Digrammia ordinata
Geometridae Digrammia pallidata
Geometridae Digrammia rippertaria
Geometridae Digrammia subminiata
Pyralidae Dioryctria abietivorella
Pyralidae Dioryctria merkeli
Pyralidae Dioryctria monticolella
Pyralidae Dioryctria okanaganella
Pyralidae Dioryctria pygmaeella
Pyralidae Dioryctria reniculelloides
Pyralidae Dioryctria taedae
Pyralidae Dioryctria zimmermani
Glyphipterigidae Diploschizia impigritella
Geometridae Disclisioprocta stellata
Erebidae Dodia albertae
Sphingidae Dolba hyloeus
Crambidae Donacaula longirostrallus
Crambidae Donacaula longirostrellus
Crambidae Donacaula melinellus
Crambidae Donacaula roscidellus
Erebidae Drasteria grandirena
Erebidae Drasteria graphica
Erebidae Drasteria howlandii
Erebidae Drasteria ingeniculata
Drepanidae Drepana arcuata
Drepanidae Drepana bilineata
Saturniidae Dryocampa rubicunda
Batrachedridae Duospina trichella
Noctuidae Dypterygia rozmani
Eriocraniidae Dyseriocrania griseocapitella
Thyrididae Dysodia oculatana
Geometridae Dyspteris abortivaria
Erebidae Dyspyralis nigellus
Geometridae Dysstroma hersiliata
Saturniidae Eacles imperialis
Tortricidae Ecdytolopha insiticiana
Tortricidae Ecdytolopha mana
Lycaenidae Echinargus isola
Crambidae Ecpyrrhorrhoe puralis
Nepticulidae Ectoedemia platanella
Nepticulidae Ectoedemia similella
Geometridae Ectropis crepuscularia
Oecophoridae Eido trimaculella
Elachistidae Elachista acenteta
Elachistidae Elachista cucullata
Elachistidae Elachista epimicta
Elachistidae Elachista huron
Elachistidae Elachista illectella
Elachistidae Elachista irrorata
Elachistidae Elachista leucosticta
Elachistidae Elachista madarella
Noctuidae Elaphria alapallida
Noctuidae Elaphria chalcedonia
Noctuidae Elaphria festivoides
Noctuidae Elaphria grata
Noctuidae Elaphria nucicolora
Noctuidae Elaphria versicolor
Pyralidae Elasmopalpus lignosellus
Notodontidae Ellida caniplaga
Crambidae Elophila faulalis
Crambidae Elophila gyralis
Crambidae Elophila icciusalis
Crambidae Elophila obliteralis
Crambidae Elophila tinealis
Geometridae Ematurga amitaria
Heliodinidae Embola ionis
Pterophoridae Emmelina monodactyla
Noctuidae Enargia decolor
Tortricidae Endothenia affiliana
Tortricidae Endothenia conditana
Tortricidae Endothenia hebesana
Tortricidae Endothenia heinrichi
Tortricidae Endothenia microptera
Tortricidae Endothenia montanana
Tortricidae Endothenia nubilana
Tortricidae Endothenia quadrimaculana
Noctuidae Enigmogramma basigera
Geometridae Ennomos magnaria
Geometridae Ennomos subsignaria
Sphingidae Enyo lugubris
Crambidae Eoreuma densella
Noctuidae Eosphoropteryx thyatyroides
Hesperiidae Epargyreus clarus
Geometridae Epelis truncataria
Epermeniidae Epermenia albapunctella
Epermeniidae Epermenia imperialella
Epermeniidae Epermenia pimpinella
Pyralidae Ephestia kuehniella
Pyralidae Ephestiodes gilvescentella
Pyralidae Ephestiodes infimella
Tortricidae Epiblema abruptana
Tortricidae Epiblema arizonana
Tortricidae Epiblema benignatum
Tortricidae Epiblema boxcana
Tortricidae Epiblema brightonana
Tortricidae Epiblema carolinana
Tortricidae Epiblema deflexana
Tortricidae Epiblema desertana
Tortricidae Epiblema discretivana
Tortricidae Epiblema dorsisuffusana
Tortricidae Epiblema gibsoni
Tortricidae Epiblema glenni
Tortricidae Epiblema infelix
Tortricidae Epiblema iowana
Tortricidae Epiblema luctuosissima
Tortricidae Epiblema numerosana
Tortricidae Epiblema obfuscana
Tortricidae Epiblema otiosana
Tortricidae Epiblema praesumptiosa
Tortricidae Epiblema resumptana
Tortricidae Epiblema scudderiana
Tortricidae Epiblema strenuana
Tortricidae Epiblema tandana
Tortricidae Epiblema tripartitana
Tortricidae Epiblema walshinghami
Tortricidae Epiblema walsinghami
Oecophoridae Epicallima argenticinctella
Oecophoridae Epicallima nathrax
Crambidae Epicorsia oedipodalis
Noctuidae Epiglaea decliva
Micropterigidae Epimartyria auricrinella
Geometridae Epimecis hortaria
Crambidae Epina alleni
Tortricidae Epinotia celtisana
Tortricidae Epinotia lindana
Tortricidae Epinotia madderana
Tortricidae Epinotia medioviridana
Tortricidae Epinotia rectiplicana
Tortricidae Epinotia trigonella
Tortricidae Epinotia zandana
Crambidae Epipagis fenestralis
Pyralidae Epipaschia superatalis
Geometridae Epirrhoe alternata
Geometridae Epirrita autumnata
Tortricidae Episimus argutana
Tortricidae Episimus argutanus
Tortricidae Episimus tyrius
Geometridae Erannis tiliaria
Geometridae Erastria coloraria
Noctuidae Eremobina claudens
Sphingidae Erinnyis ello
Sphingidae Erinnyis obscura
Hesperiidae Erynnis baptisiae
Hesperiidae Erynnis brizo
Hesperiidae Erynnis funeralis
Hesperiidae Erynnis horatius
Hesperiidae Erynnis icelus
Hesperiidae Erynnis juvenalis
Hesperiidae Erynnis lucilius
Hesperiidae Erynnis martialis
Erebidae Estigmene acrea
Nepticulidae Etainia ochrefasciella
Depressariidae Ethmia apicipunctella
Depressariidae Ethmia longimaculella
Depressariidae Ethmia monticola
Depressariidae Ethmia trifurcella
Depressariidae Ethmia zelleriella
Geometridae Euacidalia sericearia
Geometridae Eubaphe mendica
Geometridae Eubaphe unicolor
Erebidae Eublemma minima
Erebidae Euchaetes egle
Geometridae Euchlaena amoenaria
Geometridae Euchlaena effecta
Geometridae Euchlaena irraria
Geometridae Euchlaena johnsonaria
Geometridae Euchlaena madusaria
Geometridae Euchlaena marginaria
Geometridae Euchlaena milnei
Geometridae Euchlaena muzaria
Geometridae Euchlaena obtusaria
Geometridae Euchlaena serrata
Geometridae Euchlaena tigrinaria
Crambidae Euchromius ocellea
Crambidae Euchromius ocelleus
Limacodidae Euclea angustilinea
Limacodidae Euclea delphinii
Limacodidae Euclea nanina
Cosmopterigidae Euclemensia bassettella
Erebidae Euclidia cuspidea
Tortricidae Eucopina recissoriana
Tortricidae Eucopina tocullionana
Noctuidae Eucoptocnemis fimbriaris
Tortricidae Eucosma ambodaidaleia
Tortricidae Eucosma apacheana
Tortricidae Eucosma awemeana
Tortricidae Eucosma bilineana
Tortricidae Eucosma bipunctella
Tortricidae Eucosma circulana
Tortricidae Eucosma clavana
Tortricidae Eucosma columbiana
Tortricidae Eucosma essexana
Tortricidae Eucosma fulminana
Tortricidae Eucosma giganteana
Tortricidae Eucosma glomerana
Tortricidae Eucosma indagatricana
Tortricidae Eucosma kiscana
Tortricidae Eucosma ochrocephala
Tortricidae Eucosma ochroterminana
Tortricidae Eucosma olivaceana
Tortricidae Eucosma ornatula
Tortricidae Eucosma parmatana
Tortricidae Eucosma perangustana
Tortricidae Eucosma radiatana
Tortricidae Eucosma raracana
Tortricidae Eucosma rusticana
Tortricidae Eucosma sombreana
Tortricidae Eucosma stramineana
Tortricidae Eucosma striatana
Tortricidae Eucosma tomonana
Tortricidae Eucosma umbrastriana
Tortricidae Eucosma verna
Drepanidae Eudeilinia herminiata
Crambidae Eudonia alpina
Crambidae Eudonia heterosalis
Crambidae Eudonia strigalis
Noctuidae Eudryas grata
Noctuidae Eudryas unio
Noctuidae Eueretagrotis attentus
Noctuidae Eueretagrotis perattentus
Noctuidae Eueretagrotis sigmoides
Geometridae Eufidonia convergaria
Geometridae Eufidonia notataria
Tortricidae Eugnosta bimaculana
Tortricidae Eugnosta erigeronana
Tortricidae Eugnosta mexicana
Geometridae Eugonobapta nivosaria
Tortricidae Eulia ministrana
Geometridae Eulithis diversilineata
Geometridae Eulithis explanata
Geometridae Eulithis gracilineata
Geometridae Eulithis molliculata
Pyralidae Eulogia ochrifrontella
Geometridae Eumacaria madopata
Tortricidae Eumarozia malachitana
Sphingidae Eumorpha achemon
Sphingidae Eumorpha fasciatus
Sphingidae Eumorpha labruscae
Sphingidae Eumorpha pandorus
Erebidae Euparthenos nubilis
Nymphalidae Euphydryas phaeton
Hesperiidae Euphyes bimacula
Hesperiidae Euphyes conspicua
Hesperiidae Euphyes dion
Hesperiidae Euphyes vestris
Geometridae Euphyia intermediata
Geometridae Eupithecia absinthiata
Geometridae Eupithecia assimilata
Geometridae Eupithecia miserulata
Geometridae Eupithecia misturata
Geometridae Eupithecia tripunctaria
Noctuidae Euplexia benesimilis
Noctuidae Eupsilia cirripalea
Noctuidae Eupsilia devia
Noctuidae Eupsilia morrisoni
Noctuidae Eupsilia sidus
Noctuidae Eupsilia tristigmata
Noctuidae Eupsilia vinulenta
Nymphalidae Euptoieta claudia
Pieridae Eurema mexicana
Pyralidae Eurythmia angulella
Papilionidae Eurytides marcellus
Geometridae Eusarca confusaria
Crambidae Eustixia pupula
Euteliidae Eutelia pulcherrimus
Drepanidae Euthyatira pudens
Geometridae Eutrapela clemataria
Noctuidae Euxoa albipennis
Noctuidae Euxoa aurulenta
Noctuidae Euxoa auxiliaris
Noctuidae Euxoa conjuncta
Noctuidae Euxoa dargo
Noctuidae Euxoa declarata
Noctuidae Euxoa detersa
Noctuidae Euxoa dissona
Noctuidae Euxoa divergens
Noctuidae Euxoa flavicollis
Noctuidae Euxoa henrietta
Noctuidae Euxoa manitobana
Noctuidae Euxoa messoria
Noctuidae Euxoa mimallonis
Noctuidae Euxoa niveilinea
Noctuidae Euxoa obeliscoides
Noctuidae Euxoa pleuritica
Noctuidae Euxoa scholastica
Noctuidae Euxoa tessellata
Noctuidae Euxoa velleripennis
Pyralidae Euzophera ostricolorella
Pyralidae Euzophera semifuneralis
Crambidae Evergestis pallidata
Crambidae Evergestis rimosalis
Crambidae Evergestis unimacula
Tortricidae Evora hemidesma
Depressariidae Exaeretia gracilis
Geometridae Exelis dicolus
Gelechiidae Exoteleia dodecella
Gelechiidae Exoteleia pinifoliella
Noctuidae Exyra semicrocea
Oecophoridae Fabiola shaleriella
Gelechiidae Fascista cercerisella
Noctuidae Feltia herilis
Noctuidae Feltia jaculifera
Noctuidae Feltia subgothica
Noctuidae Feltia subgothica-tricosa
Noctuidae Feltia subterranea
Noctuidae Feltia tricosa
Lycaenidae Feniseca tarquinius
Geometridae Fernaldella fimetaria
Gelechiidae Filatima revisensis
Gelechiidae Filatima serotinella
Crambidae Fissicrambus mutabilis
Crambidae Fissicrambus profanellus
Gelechiidae Frumenta nundinella
Crambidae Fumibotys fumalis
Notodontidae Furcula borealis
Notodontidae Furcula cinerea
Notodontidae Furcula modesta
Notodontidae Furcula occidentalis
Notodontidae Furcula scolopendrina
Erebidae Gabara subnivosella
Pyralidae Galasa nigrinodis
Noctuidae Galgula partita
Pyralidae Galleria mellonella
Geometridae Gandaritis atricolorata
Nolidae Garella nilotica
Pterophoridae Geina buscki
Pterophoridae Geina periscelidactylus
Pterophoridae Geina sheppardi
Pterophoridae Geina tenuidactylus
Gelechiidae Gelechia versutella
Autostichidae Gerdana caritella
Pterophoridae Gillmeria pallidactyla
Crambidae Glaphyria cappsi
Crambidae Glaphyria fulminalis
Crambidae Glaphyria glaphyralis
Crambidae Glaphyria sequistralis
Crambidae Glaphyria sesquistrialis
Lycaenidae Glaucopsyche lygdamus
Geometridae Glena cribrataria
Geometridae Glena plumosaria
Geometridae Glenoides texanaria
Notodontidae Gluphisia avimacula
Notodontidae Gluphisia lintneri
Notodontidae Gluphisia septentrionis
Autostichidae Glyphidocera lactiflosella
Autostichidae Glyphidocera septentrionella
Glyphipterigidae Glyphipterix circumscriptella
Glyphipterigidae Glyphipterix quadragintapunctata
Pyralidae Glyptocera consobrinella
Gelechiidae Gnorimoschema gallaeasterella
Gelechiidae Gnorimoschema gallaesolidaginis
Gelechiidae Gnorimoschema saphirinella
Depressariidae Gonioterma mistrella
Noctuidae Graphiphora augur
Tortricidae Grapholita angeleseana
Tortricidae Grapholita delineana
Tortricidae Grapholita eclipsana
Tortricidae Grapholita fana
Tortricidae Grapholita interstinctana
Tortricidae Grapholita molesta
Tortricidae Grapholita packardi
Tortricidae Grapholita prunivora
Tortricidae Grapholita tristrigana
Tortricidae Gretchena amatana
Tortricidae Gretchena bolliana
Tortricidae Gretchena concitatricana
Tortricidae Gretchena concubitana
Tortricidae Gretchena delicatana
Tortricidae Gretchena deludana
Tortricidae Gretchena nymphana
Tortricidae Gretchena watchungana
Tortricidae Gymnandrosoma punctidiscanum
Tortricidae Gynnidomorpha romonana
Tortricidae Gypsonoma adjuncta
Tortricidae Gypsonoma fasciolana
Tortricidae Gypsonoma haimbachiana
Tortricidae Gypsonoma salicicolana
Tortricidae Gypsonoma substitutionis
Drepanidae Habrosyne gloriosa
Drepanidae Habrosyne scripta
Noctuidae Hadena capsularis
Noctuidae Hadena ectypa
Geometridae Haematopis grataria
Crambidae Hahncappsia cochisensis
Crambidae Hahncappsia mancalis
Crambidae Hahncappsia marculenta
Crambidae Hahncappsia mellinialis
Crambidae Hahncappsia neobliteralis
Crambidae Hahncappsia neomarculenta
Crambidae Hahncappsia pergilvalis
Crambidae Haimbachia arizonensis
Crambidae Haimbachia diminutalis
Crambidae Haimbachia placidella
Crambidae Haimbachia squamulella
Erebidae Halysidota tessellaris
Erebidae Halysidota tessellaris-harrisii
Geometridae Hammaptera parinotata
Erebidae Haploa clymene
Erebidae Haploa colona
Erebidae Haploa confusa
Erebidae Haploa contigua
Erebidae Haploa lecontei
Erebidae Haploa reversa
Noctuidae Harrisimemna trisignata
Zygaenidae Harrisina americana
Tortricidae Hedya chionosema
Tortricidae Hedya cyanana
Tortricidae Hedya ochroleucana
Tortricidae Hedya separatana
Gelechiidae Helcystogramma fernaldella
Gelechiidae Helcystogramma hystricella
Gelechiidae Helcystogramma melanocarpa
Nymphalidae Heliconius charithonia
Noctuidae Helicoverpa zea
Noctuidae Heliocheilus lupatus
Noctuidae Heliocheilus paradoxus
Geometridae Heliomata cycladata
Noctuidae Heliothis acesias
Noctuidae Heliothis phloxiphaga
Heliozelidae Heliozela aesella
Pterophoridae Hellinsia balanotes
Pterophoridae Hellinsia confusus
Pterophoridae Hellinsia elliottii
Pterophoridae Hellinsia glenni
Pterophoridae Hellinsia homodactylus
Pterophoridae Hellinsia inquinatus
Pterophoridae Hellinsia kellicottii
Pterophoridae Hellinsia lacteodactylus
Pterophoridae Hellinsia paleaceus
Pterophoridae Hellinsia pectodactylus
Pterophoridae Hellinsia sulphureodactylus
Pterophoridae Hellinsia unicolor
Crambidae Hellula rogatalis
Noctuidae Helotropha reniformis
Crambidae Helvibotys helvialis
Sphingidae Hemaris diffinis
Sphingidae Hemaris gracilis
Sphingidae Hemaris thysbe
Erebidae Hemeroplanis historiallis
Saturniidae Hemileuca maia
Saturniidae Hemileuca nevadensis
Noctuidae Hemipachnobia subporphyrea
Nymphalidae Hermeuptychia sosybius
Crambidae Herpetogramma abdominalis
Crambidae Herpetogramma aeglealis
Crambidae Herpetogramma bipunctalis
Crambidae Herpetogramma fluctuosalis
Crambidae Herpetogramma pertextalis
Crambidae Herpetogramma phaeopteralis
Crambidae Herpetogramma sphingealis
Crambidae Herpetogramma theseusalis
Crambidae Herpetogramma thestealis
Hesperiidae Hesperia leonardus
Geometridae Hesperumia sulphuraria
Notodontidae Heterocampa averna
Notodontidae Heterocampa belfragei
Notodontidae Heterocampa biundata
Notodontidae Heterocampa guttivitta
Notodontidae Heterocampa obliqua
Notodontidae Heterocampa subrotata
Notodontidae Heterocampa umbrata
Limacodidae Heterogenea shurtleffi
Lasiocampidae Heteropacha rileyana
Geometridae Heterophleps refusaria
Geometridae Heterophleps triguttaria
Geometridae Hethemia pistasciaria
Noctuidae Himella fidelis
Oecophoridae Hofmannophila pseudospretella
Blastobasidae Holcocera chalcofrontella
Gelechiidae Holophysis emblemella
Galacticidae Homadaula anisocentra
Geometridae Homochlodes fritillaria
Pyralidae Homoeosoma deceptorium
Pyralidae Homoeosoma electella
Noctuidae Homoglaea dives
Noctuidae Homoglaea hircina
Noctuidae Homophoberia apicosa
Pyralidae Homosassa ella
Tineidae Homosetia argentinotella
Tineidae Homosetia bifasciella
Tineidae Homosetia costisignella
Tineidae Homosetia tricingulatella
Tineidae Homostinea curviliniella
Geometridae Horisme intestinata
Tortricidae Hulda impudens
Saturniidae Hyalophora cecropia
Saturniidae Hyalophora columbia
Tineidae Hybroma servuella
Tineidae Hybroma servulella
Noctuidae Hydraecia immanis
Noctuidae Hydraecia micacea
Noctuidae Hydraecia stramentosa
Geometridae Hydrelia albifera
Geometridae Hydrelia inornata
Geometridae Hydrelia lucata
Geometridae Hydriomena bistriolata
Geometridae Hydriomena divisaria
Geometridae Hydriomena pluviata
Geometridae Hydriomena renunciata
Geometridae Hydriomena transfigurata
Hesperiidae Hylephila phyleus
Sphingidae Hyles euphorbiae
Sphingidae Hyles gallii
Sphingidae Hyles lineata
Crambidae Hymenia perspectalis
Geometridae Hypagyrtis esther
Geometridae Hypagyrtis unipunctata
Notodontidae Hyparpax aurora
Blastobasidae Hypatopa insulatella
Erebidae Hypena abalienalis
Erebidae Hypena atomaria
Erebidae Hypena baltimoralis
Erebidae Hypena bijugalis
Erebidae Hypena deceptalis
Erebidae Hypena edictalis
Erebidae Hypena eductalis
Erebidae Hypena humuli
Erebidae Hypena madefactalis
Erebidae Hypena manalis
Erebidae Hypena minualis
Erebidae Hypena palparia
Erebidae Hypena scabra
Erebidae Hypena sordidula
Erebidae Hypenodes caducus
Erebidae Hypenodes fractilinea
Erebidae Hypenula cacuminalis
Notodontidae Hyperaeschra georgica
Erebidae Hypercompe scribonia
Erebidae Hyperstrotia nana
Erebidae Hyperstrotia pervertens
Erebidae Hyperstrotia secta
Erebidae Hyphantria cunea
Erebidae Hypocala andremona
Geometridae Hypomecis umbrosaria
Erebidae Hypoprepia fucosa
Erebidae Hypoprepia miniata
Noctuidae Hyppa xylinoides
Pyralidae Hypsopygia binodulalis
Pyralidae Hypsopygia costalis
Pyralidae Hypsopygia intermedialis
Pyralidae Hypsopygia olinalis
Pyralidae Hypsopygia phoezalis
Erebidae Hypsoropha hormos
Erebidae Hypsoropha monilis
Tortricidae Hystrichophora loricana
Tortricidae Hystrichophora taleana
Tortricidae Hystrichophora vestaliana
Geometridae Idaea bonifata
Geometridae Idaea demissaria
Geometridae Idaea furciferata
Geometridae Idaea obfusaria
Erebidae Idia aemula
Erebidae Idia americalis
Erebidae Idia denticulalis
Erebidae Idia diminuendis
Erebidae Idia forbesi
Erebidae Idia forbesii
Erebidae Idia laurentii
Erebidae Idia lubricalis
Erebidae Idia majoralis
Erebidae Idia occidentalis
Erebidae Idia rotundalis
Erebidae Idia scobialis
Geometridae Ilexia intractata
Pyralidae Immyrla nigrovittella
Pyralidae Interjectio niviella
Noctuidae Ipimorpha pleonectusa
Geometridae Iridopsis dataria
Geometridae Iridopsis defectaria
Geometridae Iridopsis ephyraria
Geometridae Iridopsis humaria
Geometridae Iridopsis larvaria
Geometridae Iridopsis vellivolata
Limacodidae Isa textula
Tineidae Isocorypha mediostriatella
Erebidae Isogona tenuis
Gelechiidae Isophrictis anteliella
Gelechiidae Isophrictis rudbeckiella
Gelechiidae Isophrictis similiella
Geometridae Isturgia dislocaria
Nymphalidae Junonia coenia
Tineidae Kearfottia albifasciella
Gelechiidae Keiferia inconspicuella
Noctuidae Lacanobia grandis
Noctuidae Lacanobia nevadae
Noctuidae Lacanobia subjuncta
Noctuidae Lacinipolia implicata
Noctuidae Lacinipolia lorea
Noctuidae Lacinipolia marinitincta
Noctuidae Lacinipolia meditata
Noctuidae Lacinipolia olivacea
Noctuidae Lacinipolia renigera
Noctuidae Lacinipolia stricta
Mimallonidae Lacosoma chiridota
Lacturidae Lactura pupula
Geometridae Lambdina canitiaria
Geometridae Lambdina fervidaria
Geometridae Lambdina fiscellaria
Geometridae Lambdina pellucidaria
Prodoxidae Lampronia capitella
Prodoxidae Lampronia russatella
Prodoxidae Lampronia sublustris
Tortricidae Larisa subsolana
Erebidae Lascoria ambigualis
Noctuidae Lateroligia ophiogramma
Erebidae Ledaea perditalis
Noctuidae Lemmeria digitalis
Glyphipterigidae Lepidotarphius perornatellus
Geometridae Leptostales ferruminaria
Geometridae Leptostales pannaria
Geometridae Leptostales rubromarginaria
Lycaenidae Leptotes marina
Hesperiidae Lerodea eufala
Erebidae Lesmone detrahens
Noctuidae Leucania adjuta
Noctuidae Leucania commoides
Noctuidae Leucania extincta
Noctuidae Leucania februalis
Noctuidae Leucania inermis
Noctuidae Leucania insueta
Noctuidae Leucania lapidaria
Noctuidae Leucania linda
Noctuidae Leucania linita
Noctuidae Leucania multilinea
Noctuidae Leucania phragmitidicola
Noctuidae Leucania pseudargyria
Noctuidae Leucania scirpicola
Noctuidae Leucania ursula
Gracillariidae Leucanthiza amphicarpeaefoliella
Gracillariidae Leucanthiza dircella
Tineidae Leucomele miriamella
Noctuidae Leuconycta diphteroides
Noctuidae Leuconycta lepidula
Gracillariidae Leucospilapteryx venustella
Nymphalidae Libytheana carinenta
Nymphalidae Limenitis archippus
Nymphalidae Limenitis arthemis
Cosmopterigidae Limnaecia phragmitella
Crambidae Lineodes integra
Crambidae Lineodes interrupta
Sphingidae Lintneria eremitus
Crambidae Lipocosma adelalis
Crambidae Lipocosma sicalis
Crambidae Lipocosmodes fuliginosalis
Limacodidae Lithacodes fasciola
Noctuidae Lithacodia musta
Noctuidae Lithomoia germana
Noctuidae Lithophane antennata
Noctuidae Lithophane baileyi
Noctuidae Lithophane bethunei
Noctuidae Lithophane disposita
Noctuidae Lithophane franclemonti
Noctuidae Lithophane grotei
Noctuidae Lithophane hemina
Noctuidae Lithophane innominata
Noctuidae Lithophane joannis
Noctuidae Lithophane lanei
Noctuidae Lithophane laticinerea
Noctuidae Lithophane patefacta
Noctuidae Lithophane petulca
Noctuidae Lithophane semiusta
Noctuidae Lithophane signosa
Noctuidae Lithophane unimoda
Notodontidae Litodonta gigantea
Noctuidae Litoprosopus coachella
Tortricidae Lobesia carduana
Geometridae Lobocleta ossularia
Geometridae Lobocleta peralbata
Geometridae Lobocleta plemyraria
Geometridae Lobophora nivigerata
Notodontidae Lochmaeus bilineata
Notodontidae Lochmaeus manteo
Geometridae Lomographa glomeraria
Geometridae Lomographa semiclarata
Geometridae Lomographa vestaliata
Erebidae Lophocampa caryae
Erebidae Lophocampa maculata
Geometridae Lophosis labeculata
Noctuidae Loscopia velata
Crambidae Loxostege cereralis
Crambidae Loxostege commixtalis
Crambidae Loxostege sticticalis
Crambidae Loxostegopsis merrickalis
Lycaenidae Lycaena dione
Lycaenidae Lycaena helloides
Lycaenidae Lycaena hyllus
Lycaenidae Lycaena phlaeas
Geometridae Lychnosea intermicata
Geometridae Lychnosea intermicta
Geometridae Lycia ursaria
Geometridae Lycia ypsilon
Erebidae Lycomorpha pholus
Crambidae Lygropia octonalis
Crambidae Lygropia rivulalis
Erebidae Lymantria dispar
Lyonetiidae Lyonetia prunifoliella
Geometridae Lytrosis unitaria
Pyralidae Macalla zelleri
Geometridae Macaria abruptata
Geometridae Macaria aemulataria
Geometridae Macaria aequiferaria
Geometridae Macaria amboflava
Geometridae Macaria bisignata
Geometridae Macaria brunneata
Geometridae Macaria coortaria
Geometridae Macaria distribuaria
Geometridae Macaria evagaria
Geometridae Macaria exauspicata
Geometridae Macaria fissinotata
Geometridae Macaria granitata
Geometridae Macaria masquerata
Geometridae Macaria minorata
Geometridae Macaria multilineata
Geometridae Macaria notata
Geometridae Macaria occiduaria
Geometridae Macaria promiscuata
Geometridae Macaria pustularia
Geometridae Macaria ribearia
Geometridae Macaria sexmaculata
Geometridae Macaria signaria
Geometridae Macaria subcessaria
Geometridae Macaria sulphurea
Geometridae Macaria transitaria
Depressariidae Machimia tentoriferella
Erebidae Macrochilo absorptalis
Erebidae Macrochilo bivittata
Erebidae Macrochilo hypocritalis
Erebidae Macrochilo litophora
Erebidae Macrochilo louisiana
Erebidae Macrochilo orciferalis
Noctuidae Macronoctua onusta
Gracillariidae Macrosaccus morrisella
Gracillariidae Macrosaccus robiniella
Gracillariidae Macrosaccus uhlerella
Notodontidae Macrurocampa marthesia
Noctuidae Magusa divaricata
Lasiocampidae Malacosoma americana
Lasiocampidae Malacosoma disstria
Noctuidae Maliattha synochitis
Sphingidae Manduca jasminearum
Sphingidae Manduca quinquemaculatus
Sphingidae Manduca sexta
Euteliidae Marathyssa basalis
Euteliidae Marathyssa inficita
Noctuidae Marimatha nigrofimbria
Gracillariidae Marmara fasciella
Nymphalidae Marpesia eleuchea
Oecophoridae Martyringa latipennis
Lecithoceridae  Martyringa ravicapitis
Oecophoridae Mathildana newmanella
Tineidae Mea skinnerella
Noctuidae Megalographa biloba
Megalopygidae Megalopyge crispata
Megalopygidae Megalopyge opercularis
Nolidae Meganola minuscula
Nolidae Meganola phylla
Nolidae Meganola spodia
Nymphalidae Megisto cymela
Noctuidae Melanapamea mixta
Noctuidae Melanchra adjuncta
Noctuidae Melanchra picta
Noctuidae Melanchra pulverulenta
Geometridae Melanolophia canadaria
Geometridae Melanolophia signataria
Erebidae Melanomma auricinctaria
Noctuidae Meleneta antennata
Erebidae Melipotis indomita
Erebidae Melipotis jucunda
Erebidae Melipotis perpendicularis
Sesiidae Melittia cucurbitae
Geometridae Mellilla xanthometata
Noctuidae Meropleon ambifusca
Noctuidae Meropleon diversicolor
Pyralidae Meroptera abditiva
Pyralidae Meroptera cviatella
Pyralidae Meroptera pravella
Noctuidae Mesapamea fractilinea
Geometridae Mesoleuca ruficillata
Gelechiidae Mesophleps adustipennis
Erebidae Metalectra discalis
Erebidae Metalectra quadrisignata
Erebidae Metalectra tantillus
Geometridae Metanema determinata
Geometridae Metanema inatomaria
Geometridae Metarranthis angularia
Geometridae Metarranthis duaria
